Cause,Type,Year,Data Redundancy,Total Deaths,Source,Page at Source,Source URL
Banjir Bandang,Bencana Alam,2006,1,251,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Banjir Bandang,Bencana Alam,2007,1,0,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Banjir Bandang,Bencana Alam,2008,1,42,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Banjir Bandang,Bencana Alam,2009,1,127,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Banjir Bandang,Bencana Alam,2010,1,215,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Banjir Bandang,Bencana Alam,2011,1,55,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Banjir Bandang,Bencana Alam,2012,1,38,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Banjir Bandang,Bencana Alam,2015,1,20,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Banjir Bandang,Bencana Alam,2016,1,81,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Banjir Bandang,Bencana Alam,2017,1,23,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Banjir Bandang,Bencana Alam,2018,1,18,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Banjir Bandang,Bencana Alam,2019,1,109,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Banjir Bandang dan Angin Siklon Tropis,Bencana Alam,2012,1,0,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Banjir Bandang dan Tanah Longsor,Bencana Alam,2007,1,2,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Banjir Bandang dan Tanah Longsor,Bencana Alam,2012,1,0,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Banjir dan Tanah Longsor,Bencana Alam,2007,1,265,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Banjir dan Tanah Longsor,Bencana Alam,2011,1,3,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Banjir dan Tanah Longsor,Bencana Alam,2012,1,20,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Banjir dan Tanah Longsor,Bencana Alam,2015,1,2,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Banjir dan Tanah Longsor,Bencana Alam,2016,1,11,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Banjir dan Tanah Longsor,Bencana Alam,2017,1,49,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Banjir dan Tanah Longsor,Bencana Alam,2018,1,43,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Banjir dan Tanah Longsor,Bencana Alam,2019,1,98,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Banjir disertai Tanah Longsor,Bencana Alam,2008,1,17,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Banjir disertai Tanah Longsor,Bencana Alam,2009,1,4,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Banjir disertai Tanah Longsor,Bencana Alam,2010,1,19,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Banjir Lahar Dingin,Bencana Alam,2009,1,0,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Banjir Lahar Dingin,Bencana Alam,2011,1,6,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Banjir Lahar Dingin,Bencana Alam,2012,1,6,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Batuk Rejan,Bencana Non Alam dan Penyakit,2004,1,4,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.12,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Batuk Rejan,Bencana Non Alam dan Penyakit,2006,1,1,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Bencana kelaparan,Bencana Sosial,2006,1,1,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Campak,Bencana Non Alam dan Penyakit,2006,1,9,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Campak,Bencana Non Alam dan Penyakit,2008,1,1,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Campak,Bencana Non Alam dan Penyakit,2010,1,7,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Campak,Bencana Non Alam dan Penyakit,2011,1,9,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Campak,Bencana Non Alam dan Penyakit,2012,1,4,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.22,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Campak,Bencana Non Alam dan Penyakit,2013,1,2,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf
Campak,Bencana Non Alam dan Penyakit,2014,1,8,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf
Campak,Bencana Non Alam dan Penyakit,2015,1,1,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Campak,Bencana Non Alam dan Penyakit,2017,1,1,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.22,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Campak,Bencana Non Alam dan Penyakit,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Cedera intrakranial,Bencana Non Alam dan Penyakit,2004,1,2554,Profil Kesehatan Indonesia Tahun 2004,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Cedera intrakranial,Bencana Non Alam dan Penyakit,2005,1,3021,Profil Kesehatan Indonesia Tahun 2005,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Cedera intrakranial,Bencana Non Alam dan Penyakit,2006,1,2519,Profil Kesehatan Indonesia Tahun 2006,25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Cedera intrakranial,Bencana Non Alam dan Penyakit,2006,1,2519,Profil Kesehatan Indonesia Tahun 2007,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Cedera intrakranial,Bencana Non Alam dan Penyakit,2010,1,1025,Profil Kesehatan Indonesia Tahun 2010,41,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Cedera intrakranial,Bencana Non Alam dan Penyakit,2010,1,1025,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Cedera lahir,Bencana Non Alam dan Penyakit,2004,1,23,Profil Kesehatan Indonesia Tahun 2004,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Cedera lahir,Bencana Non Alam dan Penyakit,2005,1,51,Profil Kesehatan Indonesia Tahun 2005,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Cedera lahir,Bencana Non Alam dan Penyakit,2006,1,57,Profil Kesehatan Indonesia Tahun 2006,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Cedera YDT lainnya YTT dan daerah badan Multipel,Bencana Non Alam dan Penyakit,2010,1,605,Profil Kesehatan Indonesia Tahun 2010,41,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Cedera YDT lainnya YTT dan daerah badan Multipel,Bencana Non Alam dan Penyakit,2010,1,605,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2005,1,5331,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2006,1,4770,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.6,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2006,1,4770,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2007,1,5945,Profil Kesehatan Indonesia Tahun 2008,30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2008,1,5767,Profil Kesehatan Indonesia Tahun 2008,31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2008,1,5767,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Cikungunya,Bencana Non Alam dan Penyakit,2006,1,0,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
COVID-19,Bencana Non Alam dan Penyakit,2020,1,22138,COVID19.go.id,,
COVID-19 (per tanggal 24/4/2021),Bencana Non Alam dan Penyakit,2021,1,22362,COVID19.go.id,,
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,1,68,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,1,2223,Profil Kesehatan Indonesia Tahun 2006,25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,1,2223,Profil Kesehatan Indonesia Tahun 2007,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,1,1196,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.32,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2007,1,1599,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2007,1,1599,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2007,1,1599,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.32,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2008,1,1187,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2008,1,1187,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.32,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2009,1,898,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2009,1,1420,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2009,1,1420,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.32,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2010,1,325,Profil Kesehatan Indonesia Tahun 2010,41,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2010,1,1358,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.32,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2010,1,325,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2011,1,597,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.35,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2012,1,816,Profil Kesehatan Indonesia Tahun 2012,96,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2013,1,871,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.29,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2014,1,907,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2015,1,1071,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2016,1,1598,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2017,1,493,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2018,1,467,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.32,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2019,1,919,Profil Kesehatan Indonesia Tahun 2019,Lampiran 65.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2004,1,2619,Profil Kesehatan Indonesia Tahun 2004,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2009,1,1013,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2010,1,274,Profil Kesehatan Indonesia Tahun 2010,41,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2010,1,274,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Demam yang Sebabnya Tidak Diketahui,Bencana Non Alam dan Penyakit,2009,1,462,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Diabetes melitus YTT,Bencana Non Alam dan Penyakit,2005,1,2086,Profil Kesehatan Indonesia Tahun 2005,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Diabetes melitus YTT,Bencana Non Alam dan Penyakit,2006,1,2384,Profil Kesehatan Indonesia Tahun 2006,25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Diabetes melitus YTT,Bencana Non Alam dan Penyakit,2006,1,2384,Profil Kesehatan Indonesia Tahun 2007,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Diare,Bencana Non Alam dan Penyakit,2002,1,94,Profil Kesehatan Indonesia Tahun 2006,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Diare,Bencana Non Alam dan Penyakit,2003,1,128,Profil Kesehatan Indonesia Tahun 2006,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Diare,Bencana Non Alam dan Penyakit,2004,1,53,Profil Kesehatan Indonesia Tahun 2006,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Diare,Bencana Non Alam dan Penyakit,2006,1,49,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Diare,Bencana Non Alam dan Penyakit,2006,1,277,Profil Kesehatan Indonesia Tahun 2006,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2004,1,3941,Profil Kesehatan Indonesia Tahun 2004,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2006,1,2716,Profil Kesehatan Indonesia Tahun 2006,25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2006,1,2716,Profil Kesehatan Indonesia Tahun 2007,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2009,1,1747,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2010,1,1289,Profil Kesehatan Indonesia Tahun 2010,41,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2010,1,1289,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
